ID,HT,AT,HG,AG,TG,RSL,MDATE,RD,HODD,DODD,AODD,YR,CHAMP,BPTA,BGFA,BGAA,BGB,RPTA,RGFA,RGAA,RGD
va5NLOLF,Paysandu PA,Parana,2,0,2,0,2013-06-05,4,2.42,3.18,2.69,2013,serie-b,2,1,2,2,0,0,0,0
voQl7P6M,Boa,ASA,1,2,3,2,2013-06-05,4,2.1,3.19,3.23,2013,serie-b,0,0,0,0,0,0,0,0
48mUHFKs,Sport Recife,Palmeiras,1,0,1,0,2013-06-08,5,2.5,3.23,2.54,2013,serie-b,2,0,2,2,0,1,0,0
6DL31fz1,Chapecoense-SC,ABC,5,1,6,0,2013-06-08,5,1.46,3.94,6.19,2013,serie-b,0,0,0,0,1,1,1,1
8x2bNycK,Atletico GO,Paysandu PA,1,0,1,0,2013-06-08,5,1.51,3.85,5.68,2013,serie-b,2,1,2,2,0,0,0,0
fZcfOHsE,Parana,Figueirense,1,0,1,0,2013-06-08,5,2.18,3.25,2.98,2013,serie-b,2,2,0,2,0,0,1,0
hUJBaY4D,America RN,Guaratingueta,2,2,4,1,2013-06-08,5,1.67,3.62,4.45,2013,serie-b,2,0,1,0,0,0,1,0
pbXf3G5l,America MG,Oeste,4,3,7,0,2013-06-08,5,1.77,3.43,4.06,2013,serie-b,2,1,2,2,0,0,0,0
SMMa2zLf,Avai,Joinville,0,2,2,2,2013-06-08,5,2.12,3.27,3.1,2013,serie-b,2,2,2,2,1,1,1,1
WfTj4djr,ASA,Icasa,3,1,4,0,2013-06-08,5,1.86,3.37,3.75,2013,serie-b,1,2,0,2,0,0,1,0
2a12MeCQ,Bragantino,Sao Caetano,1,0,1,0,2013-06-09,5,1.99,3.3,3.35,2013,serie-b,2,2,2,2,0,0,0,0
EwL70Ek7,Ceara,Boa,2,2,4,1,2013-06-09,5,1.55,3.74,5.25,2013,serie-b,0,1,0,0,0,1,0,0
0z38VYls,Guaratingueta,Joinville,1,3,4,2,2013-06-12,6,2.89,3.24,2.23,2013,serie-b,2,2,2,2,1,1,1,1
0zswGgkf,Boa,ABC,1,0,1,0,2013-06-12,6,2.27,3.23,2.87,2013,serie-b,0,0,0,0,1,1,1,1
6XqoEXJ6,Chapecoense-SC,Paysandu PA,3,2,5,0,2013-06-12,6,1.38,4.31,7.08,2013,serie-b,0,0,0,0,1,1,1,1
Ew7CUh4m,Sport Recife,Bragantino,0,2,2,2,2013-06-12,6,1.57,3.83,4.92,2013,serie-b,0,0,2,0,0,0,1,0
fctsFD40,Avai,America MG,1,2,3,2,2013-06-12,6,1.83,3.38,3.86,2013,serie-b,2,2,1,2,1,1,0,1
fgQuzFtQ,Atletico GO,Icasa,0,3,3,2,2013-06-12,6,1.43,4.02,6.49,2013,serie-b,0,2,0,0,0,1,0,0
G2RyyeRJ,Parana,ASA,1,0,1,0,2013-06-12,6,1.59,3.55,5.33,2013,serie-b,1,2,0,0,0,0,1,1
ldZkDiZC,Ceara,Figueirense,1,1,2,1,2013-06-12,6,2.27,3.23,2.85,2013,serie-b,2,2,0,2,0,0,0,0
MqrZGZZm,Oeste,Sao Caetano,0,3,3,2,2013-06-12,6,2.15,3.26,3.05,2013,serie-b,0,0,2,0,0,0,1,0
SnYgCBlJ,America RN,Palmeiras,0,2,2,2,2013-06-12,6,3.71,3.39,1.87,2013,serie-b,2,0,2,2,1,0,1,1
C87osWmg,Paysandu PA,Guaratingueta,4,3,7,0,2013-07-03,7,1.66,3.57,4.6,2013,serie-b,0,1,0,0,1,0,1,1
YH8srCYn,Bragantino,America RN,0,1,1,2,2013-07-03,7,1.63,3.63,4.7,2013,serie-b,0,2,0,0,0,1,0,0
0UwTOlYO,ABC,Atletico GO,0,1,1,2,2013-07-06,7,2.44,3.2,2.64,2013,serie-b,2,2,2,2,1,1,1,1
2ZHBmYAP,Palmeiras,Oeste,4,0,4,0,2013-07-06,7,1.38,4.31,7.06,2013,serie-b,0,1,0,0,1,0,1,1
4r4wqhJt,Sao Caetano,Avai,0,0,0,1,2013-07-06,7,2.38,3.18,2.75,2013,serie-b,0,2,0,0,0,0,0,0
806GTCJg,ASA,Chapecoense-SC,0,2,2,2,2013-07-06,7,2.94,3.31,2.19,2013,serie-b,2,2,2,2,1,1,1,1
h4zLQA3C,Joinville,Sport Recife,2,3,5,2,2013-07-06,7,1.69,3.51,4.49,2013,serie-b,0,0,0,0,0,0,0,0
ni5KSWYa,America MG,Parana,2,2,4,1,2013-07-06,7,2.0,3.3,3.35,2013,serie-b,0,0,2,1,0,0,0,1
EDyHRjl6,Figueirense,Boa,3,0,3,0,2013-07-07,7,1.43,4.07,6.34,2013,serie-b,0,0,2,0,1,1,0,1
nRZOPUII,Icasa,Ceara,1,0,1,0,2013-07-07,7,2.33,3.23,2.74,2013,serie-b,1,0,2,1,0,1,0,0
fXdjtj3a,Oeste,Boa,0,0,0,1,2013-07-10,8,1.88,3.32,3.77,2013,serie-b,1,0,2,2,1,0,0,0
nRLTg9Xb,Paysandu PA,Sao Caetano,2,2,4,1,2013-07-10,8,2.09,3.27,3.16,2013,serie-b,2,0,2,2,0,0,0,0
0UabvUXB,Avai,Parana,2,2,4,1,2013-07-13,8,2.07,3.25,3.25,2013,serie-b,2,0,2,2,0,0,0,0
670fuAI5,America MG,Bragantino,2,2,4,1,2013-07-13,8,1.83,3.42,3.81,2013,serie-b,0,0,2,0,0,0,0,0
C8TGdBmt,Palmeiras,ABC,4,1,5,0,2013-07-13,8,1.21,5.7,10.56,2013,serie-b,0,0,0,0,1,1,1,1
QBXKeV2n,Atletico GO,Figueirense,2,3,5,2,2013-07-13,8,1.94,3.34,3.52,2013,serie-b,2,2,0,2,1,1,0,1
vLb2wlmI,Joinville,Chapecoense-SC,2,2,4,1,2013-07-13,8,2.15,3.24,3.06,2013,serie-b,2,2,2,2,0,0,0,0
zmhBySHU,America RN,Sport Recife,2,4,6,2,2013-07-13,8,3.1,3.27,2.11,2013,serie-b,2,2,2,2,1,1,1,1
8zNPfkIh,Guaratingueta,Icasa,3,0,3,0,2013-07-14,8,2.09,3.28,3.13,2013,serie-b,2,2,2,2,0,0,0,0
ddg7x82O,Ceara,ASA,4,1,5,0,2013-07-14,8,1.67,3.58,4.5,2013,serie-b,1,1,0,0,0,0,1,1
AuN9w94F,Sport Recife,Avai,2,0,2,0,2013-07-17,9,1.62,3.65,4.87,2013,serie-b,0,0,0,0,1,1,1,1
M5yEYb1j,Icasa,Oeste,0,3,3,2,2013-07-17,9,1.75,3.48,4.13,2013,serie-b,0,0,1,0,0,0,0,0
Cf46vkk9,Bragantino,Ceara,2,0,2,0,2013-07-20,9,2.11,3.24,3.14,2013,serie-b,0,2,1,2,1,0,0,0
G69ti7HH,Figueirense,Palmeiras,2,3,5,2,2013-07-20,9,2.91,3.21,2.24,2013,serie-b,2,0,2,2,1,0,1,1
IX42uVZ2,Sao Caetano,Guaratingueta,0,1,1,2,2013-07-20,9,1.83,3.38,3.88,2013,serie-b,0,2,0,0,0,1,0,0
vs6btBKd,Parana,America RN,4,0,4,0,2013-07-20,9,1.38,4.31,6.94,2013,serie-b,0,2,0,0,1,0,1,1
YsKyhm2B,Boa,Paysandu PA,1,0,1,0,2013-07-20,9,2.13,3.32,3.01,2013,serie-b,1,2,0,2,0,0,1,0
0dzIXIGd,ABC,Joinville,0,0,0,1,2013-07-21,9,2.81,3.25,2.3,2013,serie-b,2,2,2,2,0,0,0,0
fiLXhTn5,ASA,Atletico GO,0,1,1,2,2013-07-21,9,2.13,3.25,3.1,2013,serie-b,2,2,2,2,1,1,1,1
h4CExTJL,ASA,Bragantino,2,1,3,0,2013-07-24,10,1.99,3.28,3.43,2013,serie-b,2,2,2,2,0,0,0,0
p2igVpCe,Icasa,Joinville,2,1,3,0,2013-07-24,10,2.51,3.18,2.59,2013,serie-b,2,2,2,2,0,0,0,0
2w2lWQdk,Chapecoense-SC,Avai,3,1,4,0,2013-07-27,10,1.86,3.41,3.76,2013,serie-b,0,0,0,0,1,1,1,1
A1bpjnlL,Sport Recife,Oeste,2,0,2,0,2013-07-27,10,1.38,4.4,6.94,2013,serie-b,0,0,0,0,1,1,1,1
C8qugl42,Parana,Ceara,3,0,3,0,2013-07-27,10,1.66,3.6,4.65,2013,serie-b,0,0,0,0,1,1,1,1
jarqh8J8,Atletico GO,America RN,0,1,1,2,2013-07-27,10,1.53,3.92,5.26,2013,serie-b,0,2,0,0,0,1,0,0
WAatiSYE,Guaratingueta,Palmeiras,1,1,2,1,2013-07-27,10,5.58,3.92,1.51,2013,serie-b,2,2,2,2,0,0,0,0
WfBIymZR,Boa,America MG,1,1,2,1,2013-07-27,10,2.53,3.23,2.55,2013,serie-b,2,2,0,2,0,0,0,0
b5ecU4R1,ABC,Paysandu PA,3,0,3,0,2013-07-28,10,1.87,3.35,3.77,2013,serie-b,2,2,2,2,0,0,0,0
On3pX6sq,Figueirense,Sao Caetano,3,1,4,0,2013-07-28,10,1.71,3.52,4.35,2013,serie-b,0,0,2,0,1,1,0,1
2awPr4te,Joinville,Boa,2,3,5,2,2013-07-31,11,1.46,3.96,6.09,2013,serie-b,0,0,0,0,0,0,0,0
4Oclk63R,Oeste,Guaratingueta,1,0,1,0,2013-07-31,11,1.97,3.37,3.37,2013,serie-b,0,2,0,2,1,0,1,0
APtXtrB7,America RN,ASA,2,0,2,0,2013-07-31,11,2.07,3.31,3.2,2013,serie-b,2,0,2,2,0,1,0,0
CUKF5Rm8,Palmeiras,Icasa,4,0,4,0,2013-07-31,11,1.22,5.27,10.97,2013,serie-b,0,0,0,0,1,1,1,1
dIMR2PXQ,Paysandu PA,Figueirense,2,1,3,0,2013-07-31,11,2.39,3.22,2.69,2013,serie-b,2,2,1,2,0,0,0,0
IRNN35IK,Bragantino,Parana,0,0,0,1,2013-07-31,11,2.56,3.2,2.53,2013,serie-b,2,2,2,2,0,0,0,0
O4OJ4o3E,Sao Caetano,ABC,2,1,3,0,2013-07-31,11,1.75,3.42,4.26,2013,serie-b,0,0,0,0,1,1,1,1
O8vLqpRl,Avai,Atletico GO,1,0,1,0,2013-07-31,11,1.85,3.41,3.74,2013,serie-b,2,0,2,2,0,1,0,0
tpkGpQBr,America MG,Sport Recife,5,0,5,0,2013-07-31,11,2.57,3.25,2.49,2013,serie-b,2,2,2,2,0,0,0,0
WYsTsOe1,Ceara,Chapecoense-SC,3,1,4,0,2013-07-31,11,2.49,3.22,2.57,2013,serie-b,2,2,2,2,0,0,0,0
6idBf1u7,Icasa,Sao Caetano,3,2,5,0,2013-08-03,12,2.21,3.2,2.99,2013,serie-b,1,0,2,2,0,1,0,0
AP22dNAf,Avai,Paysandu PA,2,0,2,0,2013-08-03,12,1.64,3.58,4.83,2013,serie-b,1,2,2,2,0,0,0,0
babdI4XD,Palmeiras,Bragantino,2,1,3,0,2013-08-03,12,1.32,4.66,7.95,2013,serie-b,0,0,0,0,1,1,1,1
dzvXB2As,Sport Recife,Chapecoense-SC,1,2,3,2,2013-08-03,12,2.02,3.27,3.38,2013,serie-b,2,2,2,2,1,1,1,1
G23bc3el,America MG,Ceara,2,2,4,1,2013-08-03,12,1.88,3.33,3.79,2013,serie-b,0,0,2,0,0,0,0,0
OS66esQ0,Joinville,Figueirense,3,1,4,0,2013-08-03,12,1.92,3.35,3.61,2013,serie-b,2,2,0,0,0,0,1,1
preFgLfD,America RN,Boa,0,0,0,1,2013-08-03,12,2.02,3.29,3.33,2013,serie-b,2,0,2,2,0,0,0,0
xC4fbqtr,Oeste,ASA,1,2,3,2,2013-08-03,12,1.78,3.42,4.04,2013,serie-b,0,0,0,0,0,0,0,0
KEn5Gr2Q,Guaratingueta,ABC,3,1,4,0,2013-08-04,12,2.09,3.28,3.19,2013,serie-b,0,0,2,0,1,1,0,1
xjc0HOnK,Atletico GO,Parana,0,2,2,2,2013-08-04,12,2.27,3.22,2.88,2013,serie-b,2,2,2,2,1,1,1,1
Asz8DFon,Sao Caetano,Palmeiras,1,2,3,2,2013-08-07,13,4.5,3.52,1.69,2013,serie-b,2,2,2,2,1,1,1,1
I7wGBgGb,Paysandu PA,America MG,0,2,2,2,2013-08-07,13,2.15,3.29,3.05,2013,serie-b,2,2,2,2,1,1,1,1
jcwyBMPm,ASA,Sport Recife,2,4,6,2,2013-08-07,13,2.69,3.2,2.41,2013,serie-b,2,2,2,2,1,1,1,1
KxVi7vPC,Ceara,America RN,2,1,3,0,2013-08-07,13,1.62,3.61,4.82,2013,serie-b,0,0,0,0,1,1,1,1
nPWq90f0,Figueirense,Icasa,3,0,3,0,2013-08-07,13,1.5,3.89,5.71,2013,serie-b,0,0,0,0,1,1,1,1
QFVm8K96,Chapecoense-SC,Atletico GO,3,0,3,0,2013-08-07,13,1.5,3.88,5.81,2013,serie-b,0,0,0,0,1,1,1,1
UmxuAtuf,Boa,Guaratingueta,2,0,2,0,2013-08-07,13,1.95,3.34,3.54,2013,serie-b,0,2,0,1,1,0,1,0
vHvCCZ0h,Bragantino,Avai,1,1,2,1,2013-08-07,13,2.31,3.18,2.88,2013,serie-b,1,2,0,0,1,0,0,0
WCYe6bvJ,ABC,Oeste,0,0,0,1,2013-08-07,13,1.77,3.45,4.15,2013,serie-b,2,2,2,2,0,0,0,0
Wjy4EeWu,Parana,Joinville,1,1,2,1,2013-08-07,13,1.76,3.44,4.24,2013,serie-b,0,2,0,0,0,0,0,0
0WSKADV4,ASA,America MG,2,0,2,0,2013-08-10,14,2.37,3.26,2.7,2013,serie-b,2,2,2,2,0,0,0,0
8dWS8i0H,Figueirense,Avai,1,3,4,2,2013-08-10,14,2.01,3.35,3.32,2013,serie-b,0,0,2,0,0,0,1,0
dEQsQhVi,Sao Caetano,Sport Recife,2,1,3,0,2013-08-10,14,2.58,3.14,2.54,2013,serie-b,2,2,0,2,0,0,1,0
EZWO9XpB,Boa,Icasa,1,0,1,0,2013-08-10,14,1.76,3.44,4.2,2013,serie-b,0,2,0,0,1,0,1,1
ITEjOWa4,Paysandu PA,Joinville,2,1,3,0,2013-08-10,14,2.37,3.22,2.74,2013,serie-b,2,2,2,2,0,0,0,0
rBMwRYFo,Palmeiras,Parana,2,1,3,0,2013-08-10,14,1.45,3.9,6.53,2013,serie-b,0,0,2,0,1,1,0,1
SbnU6VUT,Ceara,Atletico GO,0,1,1,2,2013-08-10,14,1.71,3.53,4.38,2013,serie-b,0,0,0,0,0,0,0,0
U7Ye2kwo,America RN,ABC,0,0,0,1,2013-08-10,14,2.13,3.28,3.09,2013,serie-b,0,0,2,0,0,0,0,0
nmVW7BFN,Chapecoense-SC,Guaratingueta,1,0,1,0,2013-08-11,14,1.32,4.7,7.91,2013,serie-b,0,0,0,0,1,1,1,1
vwGnPCpb,Bragantino,Oeste,2,0,2,0,2013-08-11,14,1.82,3.39,3.94,2013,serie-b,1,1,0,0,0,0,1,1
63Q6KlaT,Joinville,Palmeiras,0,1,1,2,2013-08-14,15,3.04,3.28,2.16,2013,serie-b,2,2,2,2,1,1,1,1
8I73LUqN,Avai,ASA,2,0,2,0,2013-08-14,15,1.52,3.75,5.76,2013,serie-b,0,0,0,0,1,1,1,1
IsfPxWEc,Atletico GO,Bragantino,0,1,1,2,2013-08-14,15,1.86,3.35,3.86,2013,serie-b,2,2,2,2,1,1,1,1
n3JfNjFA,Oeste,Paysandu PA,1,0,1,0,2013-08-14,15,1.96,3.3,3.51,2013,serie-b,0,2,0,2,1,0,1,0
OrDYF87p,Icasa,ABC,2,1,3,0,2013-08-14,15,2.0,3.33,3.44,2013,serie-b,0,0,2,0,1,1,0,1
Q7cXzAqA,Sport Recife,Ceara,2,1,3,0,2013-08-14,15,1.59,3.67,5.08,2013,serie-b,0,0,2,0,1,1,0,1
QgIbMAUG,America MG,Sao Caetano,2,1,3,0,2013-08-14,15,1.9,3.4,3.6,2013,serie-b,0,0,2,0,1,1,0,1
vieLwCai,Parana,Boa,3,1,4,0,2013-08-14,15,1.65,3.56,4.75,2013,serie-b,1,0,0,0,0,1,1,1
C4gTyjU3,Guaratingueta,Figueirense,1,1,2,1,2013-08-15,15,2.69,3.26,2.39,2013,serie-b,2,2,0,2,0,0,0,0
6RE2jkqc,Palmeiras,Paysandu PA,3,2,5,0,2013-08-17,16,1.2,5.72,11.11,2013,serie-b,0,0,0,0,1,1,1,1
8WnxzUbG,Oeste,Joinville,0,2,2,2,2013-08-17,16,2.7,3.21,2.41,2013,serie-b,2,2,2,2,1,1,1,1
ddXBTRyp,Chapecoense-SC,Parana,2,2,4,1,2013-08-17,16,1.82,3.44,3.9,2013,serie-b,0,0,2,0,0,0,0,0
fmopY7TS,Avai,Ceara,1,1,2,1,2013-08-17,16,1.63,3.67,4.71,2013,serie-b,0,0,1,0,0,0,1,0
hOQKR56d,ABC,Figueirense,3,2,5,0,2013-08-17,16,2.37,3.24,2.7,2013,serie-b,2,2,0,2,0,0,1,0
nNotZmEM,America MG,America RN,1,1,2,1,2013-08-17,16,1.52,3.87,5.45,2013,serie-b,0,0,0,0,0,0,0,0
pID6k9b3,Sao Caetano,Boa,0,1,1,2,2013-08-17,16,1.94,3.32,3.57,2013,serie-b,2,0,2,0,1,0,1,0
tp7FmmTF,Sport Recife,Atletico GO,3,2,5,0,2013-08-17,16,1.54,3.77,5.44,2013,serie-b,0,0,2,0,1,1,0,1
2g8BlTD9,Guaratingueta,ASA,2,1,3,0,2013-08-18,16,2.02,3.33,3.31,2013,serie-b,2,0,0,0,0,1,1,1
vLMGSoij,Icasa,Bragantino,4,1,5,0,2013-08-18,16,2.43,3.24,2.64,2013,serie-b,2,0,2,2,0,1,0,0
0ljbuPzd,Ceara,Guaratingueta,2,0,2,0,2013-08-21,17,1.6,3.69,5.0,2013,serie-b,1,2,0,0,0,0,1,1
SrxAZvnp,Chapecoense-SC,America MG,2,0,2,0,2013-08-21,9,1.55,3.79,5.39,2013,serie-b,0,0,0,0,1,1,1,1
z76Jn7rM,ASA,ABC,4,0,4,0,2013-08-21,17,1.95,3.33,3.53,2013,serie-b,0,0,2,1,1,1,0,0
fmXl2nr9,Atletico GO,America MG,1,1,2,1,2013-08-24,17,2.22,3.25,2.94,2013,serie-b,2,2,1,2,0,0,1,0
lAWh16cF,Bragantino,Chapecoense-SC,1,0,1,0,2013-08-24,17,2.54,3.23,2.53,2013,serie-b,2,2,2,2,0,0,0,0
nsANoRcS,Boa,Palmeiras,1,0,1,0,2013-08-24,17,3.96,3.42,1.81,2013,serie-b,2,2,2,2,0,0,0,0
tpTp3SS2,Parana,Sport Recife,1,0,1,0,2013-08-24,17,1.79,3.36,4.15,2013,serie-b,2,2,0,0,0,0,1,1
vuk2vqj2,America RN,Avai,2,3,5,2,2013-08-24,17,2.56,3.17,2.53,2013,serie-b,2,2,2,2,1,1,1,1
WEoft5Lk,Joinville,Sao Caetano,1,0,1,0,2013-08-24,17,1.76,3.48,4.12,2013,serie-b,0,0,0,0,1,1,1,1
hOnjso6q,Figueirense,Oeste,3,0,3,0,2013-08-25,17,1.52,3.83,5.59,2013,serie-b,0,0,2,0,1,1,0,1
QZgMqvSs,Paysandu PA,Icasa,1,2,3,2,2013-08-25,17,1.82,3.37,3.96,2013,serie-b,2,2,0,2,1,1,0,1
2ZBxFSMj,America RN,Chapecoense-SC,0,1,1,2,2013-08-28,15,2.71,3.23,2.4,2013,serie-b,2,2,2,2,1,1,1,1
hdQIrbsl,ASA,Figueirense,3,1,4,0,2013-08-28,18,1.99,3.38,3.38,2013,serie-b,2,2,1,2,0,0,0,0
WnPMsIdf,America MG,Joinville,0,2,2,2,2013-08-28,18,2.02,3.32,3.31,2013,serie-b,1,1,2,2,0,0,1,1
0SGwvzdJ,America RN,Sao Caetano,2,1,3,0,2013-08-31,18,2.25,3.28,2.87,2013,serie-b,2,2,2,2,0,0,0,0
lrAL2JYJ,Parana,Guaratingueta,4,0,4,0,2013-08-31,18,1.35,4.49,7.48,2013,serie-b,0,0,0,0,1,1,1,1
Q9OQtxC0,Avai,ABC,2,0,2,0,2013-08-31,18,1.43,4.14,6.43,2013,serie-b,0,0,0,0,1,1,1,1
SY8P1wlQ,Atletico GO,Oeste,4,0,4,0,2013-08-31,18,1.66,3.56,4.68,2013,serie-b,2,2,0,1,0,0,1,0
vDSUudR6,Chapecoense-SC,Icasa,1,2,3,2,2013-08-31,18,1.44,4.01,6.55,2013,serie-b,0,0,0,0,0,0,0,0
YFohccds,Bragantino,Paysandu PA,0,0,0,1,2013-08-31,18,1.54,3.79,5.41,2013,serie-b,0,2,0,0,0,0,0,0
MyIZvGtD,Ceara,Palmeiras,2,2,4,1,2013-09-01,18,3.0,3.23,2.21,2013,serie-b,2,2,2,2,0,0,0,0
pjkddHBm,Sport Recife,Boa,2,2,4,1,2013-09-01,18,1.61,3.55,5.18,2013,serie-b,0,0,2,0,0,0,0,0
8htHigQI,Icasa,Parana,0,3,3,2,2013-09-04,19,2.23,3.3,2.9,2013,serie-b,2,2,2,2,1,1,1,1
Egeyg3Mh,Paysandu PA,Sport Recife,2,0,2,0,2013-09-04,19,2.58,3.23,2.48,2013,serie-b,2,2,0,2,0,0,1,0
EVtDhZAC,Joinville,Ceara,1,1,2,1,2013-09-04,19,1.6,3.69,4.93,2013,serie-b,0,0,0,0,0,0,0,0
I3m4fet0,Boa,Avai,0,0,0,1,2013-09-04,19,2.41,3.25,2.68,2013,serie-b,0,2,0,2,0,0,0,0
MepLjDuP,ABC,America MG,2,1,3,0,2013-09-04,19,2.37,3.18,2.78,2013,serie-b,2,2,2,2,0,0,0,0
QTA1a5qP,Palmeiras,Chapecoense-SC,0,0,0,1,2013-09-04,19,1.52,3.76,5.7,2013,serie-b,0,1,0,0,0,1,0,0
SxcTfPit,Sao Caetano,ASA,3,0,3,0,2013-09-04,19,2.01,3.31,3.38,2013,serie-b,2,2,0,0,0,0,1,1
vDl0eyRg,Oeste,America RN,4,1,5,0,2013-09-04,19,2.22,3.27,2.99,2013,serie-b,0,2,2,2,1,0,0,0
z3dXgq7n,Guaratingueta,Atletico GO,2,0,2,0,2013-09-04,19,2.4,3.21,2.72,2013,serie-b,2,0,2,2,0,1,0,0
zur9gFe6,Figueirense,Bragantino,2,1,3,0,2013-09-04,19,1.74,3.55,4.21,2013,serie-b,1,0,2,0,0,1,0,1
0AscluyO,America RN,Figueirense,2,0,2,0,2013-09-07,20,2.56,3.28,2.5,2013,serie-b,2,2,1,2,0,0,0,0
4rllj16B,Chapecoense-SC,Boa,1,0,1,0,2013-09-07,20,1.59,3.74,5.07,2013,serie-b,0,0,0,0,1,1,1,1
ALlpisi5,Avai,Oeste,2,2,4,1,2013-09-07,20,1.36,4.35,7.62,2013,serie-b,0,0,0,0,0,0,0,0
dIpthNya,America MG,Guaratingueta,1,0,1,0,2013-09-07,20,1.58,3.7,5.29,2013,serie-b,0,0,0,0,1,1,1,1
E7zA72yn,Bragantino,Joinville,1,2,3,2,2013-09-07,20,2.56,3.12,2.61,2013,serie-b,2,2,0,2,1,1,0,1
GMH68rMu,Atletico GO,Palmeiras,1,3,4,2,2013-09-07,20,3.91,3.39,1.83,2013,serie-b,2,2,2,2,1,1,1,1
rZnhkLLH,Ceara,Sao Caetano,4,2,6,0,2013-09-07,20,1.69,3.48,4.58,2013,serie-b,0,0,2,0,1,1,0,1
zNOI5t6b,ASA,Paysandu PA,1,1,2,1,2013-09-07,20,1.73,3.45,4.44,2013,serie-b,0,0,2,2,0,0,0,0
dWPE6Mjh,Sport Recife,Icasa,0,2,2,2,2013-09-08,20,1.53,3.83,5.47,2013,serie-b,0,0,0,0,0,0,0,0
v1t1majU,Parana,ABC,1,0,1,0,2013-09-08,20,1.37,4.28,7.53,2013,serie-b,0,0,0,0,1,1,1,1
4dTM40L4,Oeste,Chapecoense-SC,1,0,1,0,2013-09-10,21,3.44,3.31,1.98,2013,serie-b,2,2,2,2,0,0,0,0
8jBlJazb,Guaratingueta,Avai,1,0,1,0,2013-09-10,21,2.91,3.24,2.25,2013,serie-b,2,2,2,2,0,0,0,0
ETBpKuLi,Sao Caetano,Parana,2,1,3,0,2013-09-10,21,2.78,3.17,2.37,2013,serie-b,2,2,2,2,0,0,0,0
QBHV2vjH,Figueirense,America MG,1,2,3,2,2013-09-10,21,1.76,3.53,4.1,2013,serie-b,2,0,2,1,1,0,1,0
rmSQ3KzB,Boa,Bragantino,0,0,0,1,2013-09-10,21,1.94,3.33,3.61,2013,serie-b,0,2,0,1,0,0,0,1
MgFhIJk4,Paysandu PA,Ceara,2,1,3,0,2013-09-11,21,2.37,3.23,2.74,2013,serie-b,2,2,2,2,0,0,0,0
vFLZ1b5N,Joinville,Atletico GO,2,1,3,0,2013-09-11,21,1.57,3.67,5.36,2013,serie-b,0,0,0,0,1,1,1,1
YyLw1IKT,Icasa,America RN,1,1,2,1,2013-09-11,21,1.68,3.65,4.4,2013,serie-b,0,0,2,0,0,0,0,0
zo75dxTp,ABC,Sport Recife,4,2,6,0,2013-09-11,21,2.62,3.21,2.48,2013,serie-b,2,2,1,2,0,0,0,0
zwDtLL5o,Palmeiras,ASA,3,0,3,0,2013-09-11,21,1.25,5.18,9.7,2013,serie-b,0,0,0,0,1,1,1,1
4I4cHw5A,ASA,Joinville,0,1,1,2,2013-09-14,22,2.31,3.2,2.83,2013,serie-b,2,2,2,2,1,1,1,1
AHWUbVlq,Avai,Icasa,3,1,4,0,2013-09-14,22,1.54,3.72,5.52,2013,serie-b,2,2,0,0,0,0,1,1
dACPKCB2,Parana,Oeste,1,2,3,2,2013-09-14,22,1.36,4.42,7.63,2013,serie-b,0,0,0,0,0,0,0,0
l8VYck4k,Chapecoense-SC,Sao Caetano,6,2,8,0,2013-09-14,22,1.5,3.77,6.12,2013,serie-b,0,0,0,0,1,1,1,1
r931GcKG,America MG,Palmeiras,1,1,2,1,2013-09-14,22,4.0,3.49,1.79,2013,serie-b,2,2,2,2,0,0,0,0
WS4xIAeL,Sport Recife,Figueirense,1,0,1,0,2013-09-14,22,1.74,3.5,4.27,2013,serie-b,0,2,2,2,1,0,0,0
WWKwc9Je,Ceara,ABC,4,0,4,0,2013-09-14,22,1.76,3.5,4.12,2013,serie-b,0,0,0,0,1,1,1,1
z1BTJWQ8,Atletico GO,Boa,3,1,4,0,2013-09-14,22,2.04,3.25,3.34,2013,serie-b,2,1,2,2,0,0,0,0
hx6YIjtF,Guaratingueta,Bragantino,1,0,1,0,2013-09-15,22,2.13,3.18,3.2,2013,serie-b,2,0,2,2,0,1,0,0
r7OsdTY1,America RN,Paysandu PA,3,0,3,0,2013-09-15,22,2.31,3.15,2.89,2013,serie-b,2,2,2,2,0,0,0,0
2Be8ClJr,America MG,Icasa,1,2,3,2,2013-09-18,23,1.68,3.55,4.51,2013,serie-b,0,0,0,0,0,0,0,0
6NvFVTPK,Bragantino,ABC,2,1,3,0,2013-09-18,23,1.76,3.38,4.3,2013,serie-b,0,0,0,0,1,1,1,1
bcy7Xke8,Parana,Paysandu PA,3,1,4,0,2013-09-18,23,1.36,4.29,7.79,2013,serie-b,0,0,0,0,1,1,1,1
C0uBW9AE,Atletico GO,Sao Caetano,1,1,2,1,2013-09-18,23,1.72,3.51,4.32,2013,serie-b,0,2,0,2,0,0,0,0
dhcO86I7,America RN,Joinville,1,1,2,1,2013-09-18,23,2.71,3.2,2.41,2013,serie-b,2,2,2,2,0,0,0,0
I1bK9n31,Ceara,Oeste,1,0,1,0,2013-09-18,23,1.43,4.06,6.59,2013,serie-b,1,0,0,0,0,1,1,1
pEwJUmuR,Sport Recife,Guaratingueta,1,0,1,0,2013-09-18,23,1.45,3.9,6.47,2013,serie-b,0,0,2,0,1,1,0,1
pzoDB8Yl,Avai,Palmeiras,2,4,6,2,2013-09-18,23,3.03,3.25,2.18,2013,serie-b,2,2,2,2,1,1,1,1
